Probability_0,Probability_1,Probability_2
5.995421187998858e-14,0.9817663450973488,0.018233654902591316
2.9583398886790452e-15,0.9999540708231854,4.592917681172489e-05
0.9999463822397722,2.4265730551234977e-26,5.361776022786667e-05
2.8690812143174515e-06,1.4453380530881159e-07,0.9999969863849804
0.012541498078364889,1.157745743220991e-12,0.9874585019204773
0.00022986592962816887,4.959739189777692e-11,0.9997701340207744
1.6769759620273671e-19,0.9999954457875877,4.554212412227916e-06
3.1429873935745222e-12,0.9976312407889885,0.002368759207868679
3.157418524605269e-14,0.9995090303303732,0.0004909696695954268
1.7061368253682757e-07,0.05748151786717659,0.9425183115191409
3.517324506234494e-20,0.9999999249045665,7.509543365933985e-08
9.994524069049531e-08,6.518253694427183e-05,0.999934717517815
0.9997819467857842,5.228414581950938e-26,0.00021805321421575872
0.008467941296403202,5.872133694636521e-12,0.9915320586977245
8.342032183247516e-20,0.9999923235558041,7.676444195752138e-06
0.9999999999999429,2.6309687641694613e-49,5.715411874219465e-14
0.003219574178141123,1.2181451022468455e-12,0.9967804258206407
0.9999999997773474,9.87554927634831e-40,2.2265254531631362e-10
3.4109368890698514e-05,1.1285266271927045e-08,0.9999658793458431
7.684814932621085e-09,0.00021265219979265168,0.9997873401153924
9.230799804805844e-07,1.7473531418094236e-06,0.9999973295668776
2.7851504871988016e-21,0.9999999871565971,1.2843402803723222e-08
0.00024108385303455736,1.3065648395796657e-06,0.9997576095821258
0.0001615616917861885,1.78040453243342e-06,0.9998366579036814
0.9999999999999867,1.3866938186100166e-50,1.3405323319501408e-14
0.38066346668755197,5.465023665516023e-15,0.6193365333124426
0.9999994252173046,8.972619647817504e-32,5.747826954263813e-07
4.144764629913422e-29,0.9999999999995537,4.4625675393115233e-13
6.386979092058122e-06,5.911525982953295e-08,0.999993553905648
0.007499763042971225,1.0121509026252946e-08,0.9925002268355197
0.9999999975736542,1.695477833515429e-36,2.4263457087762414e-09
0.99999981541771,8.082790592333784e-33,1.845822900136946e-07
8.13048634719094e-06,1.0735729346033264e-08,0.9999918587779234
3.71325791385793e-24,0.9999999886542129,1.1345786968657028e-08
0.9999999967083477,3.8046053716302506e-36,3.291652270658679e-09
0.9999999855240793,1.7414661207300413e-35,1.4475920718004689e-08
0.9999999931124781,2.4660480765492356e-36,6.8875218572454545e-09
5.536280436260646e-18,0.9999974095556159,2.5904443840159054e-06
0.00025652366400422447,8.33819346674239e-10,0.9997434755021765
3.512311774415562e-06,1.0225758194254259e-07,0.9999963854306435
0.9999999999999765,4.951592539338985e-50,2.3448778506172672e-14
1.5096793485711887e-05,1.3339638463507363e-08,0.999984889866876
6.222127576385872e-07,0.005637217661277643,0.9943621601259647
5.350416846941931e-29,0.999999999999378,6.220285140980798e-13
1.0492211589991972e-32,0.9999999999999982,1.7496241722018481e-15
1.1062658559240177e-10,0.1393548889104358,0.8606451109789376
8.302835477905045e-09,0.0009396261367062084,0.9990603655604583
0.008348010483776931,1.7400251411100382e-12,0.991651989514483
0.9999992322148714,7.763720665847201e-32,7.67785128592524e-07
0.009928843078443488,2.663080743879639e-12,0.9900711569188935
0.9873243752365458,2.0668438494178602e-20,0.01267562476345424
1.2262832430277167e-18,0.9999996389631589,3.6103684097190713e-07
0.00010854660867349652,1.368612432340055e-09,0.999891452022714
2.616565022058707e-08,0.00046240787148038755,0.9995375659628694
4.2880463707619293e-20,0.9999967532682033,3.246731796873784e-06
7.415922560354415e-07,2.4820833749604015e-06,0.9999967763243691
3.602770080929516e-26,0.9999999999622136,3.7786486914128094e-11
0.9999988838317734,3.190895644405049e-31,1.116168226499305e-06
0.001261485013060523,1.3849226748460834e-10,0.9987385148484473
9.945921011512914e-06,3.3809638847442256e-08,0.9999900202693496
2.2107447765084302e-24,0.999999999831968,1.6803196013247714e-10
0.9999999999964098,1.3743208929445359e-44,3.590129938797709e-12
1.1597473352465527e-28,0.9999999999995153,4.847544359126066e-13
4.916607498346833e-08,0.3859310149339643,0.6140689358999607
0.9999843721570432,1.4694043112907442e-27,1.562784295677678e-05
1.5564024744475876e-05,9.407105814090673e-09,0.9999844265681497
0.9999999999787552,1.1744966712335838e-42,2.124467479685055e-11
0.9999999889420855,4.4899386304402295e-35,1.1057914440612654e-08
4.950004764608465e-07,2.248010564623851e-06,0.9999972569889589
5.64118132160045e-20,0.9999999269106947,7.308930517612357e-08
3.3933013173411016e-25,0.9999999999086828,9.131718494234555e-11
3.820445843604548e-10,0.0574409978291818,0.9425590017887735
4.7268828869117414e-05,8.594269932609041e-10,0.9999527303117037
1.906865425229534e-18,0.9999993444852626,6.555147373641355e-07
0.9999999999966587,4.898344645598253e-45,3.341358148020003e-12
1.3951549191758936e-07,0.059635983489684546,0.9403638769948235
3.002624319096054e-07,9.865053911954614e-06,0.9999898346836562
1.836955629910788e-19,0.999999781161809,2.1883819095428984e-07
0.9999998257398184,7.335078229151086e-33,1.7426018174722737e-07
2.2577192353443473e-07,9.100130870197462e-06,0.9999906740972062
4.798206146466274e-15,0.9979274561131993,0.002072543886795848
0.9999966833630762,2.926323867531212e-29,3.316636923737619e-06
0.9998350066137588,1.5564978250135062e-25,0.00016499338624132253
1.131593939899122e-18,0.9999818580958487,1.8141904151227054e-05
0.0006879143550750665,1.9969388804878456e-10,0.9993120854452311
2.827666161770187e-07,3.0099198304384992e-05,0.9999696180350794
1.793979450086478e-11,0.9849742308320425,0.015025769150017802
0.978317035115637,5.730928936314364e-20,0.021682964884363137
0.9999995896293009,1.1280899122977948e-31,4.103706991612297e-07
2.8285680922084608e-05,3.382343693435779e-09,0.9999717109367342
8.124988301834719e-15,0.9998690691682539,0.00013093083173796027
0.9726566774685123,4.5905791196827467e-20,0.027343322531487853
6.586652099700361e-08,0.2378786529131951,0.7621212812202839
4.276845935658271e-05,4.282046875667358e-10,0.9999572311124386
3.061053471869822e-15,0.999940748472306,5.92515276908796e-05
0.9987642337658429,2.180727653188681e-23,0.001235766234157247
4.770451539756348e-06,2.3223873598261537e-08,0.9999952063245867
4.1934584778103635e-05,8.279856144505069e-10,0.9999580645872364
0.9999999998112126,6.327334141964104e-40,1.887875116282085e-10
0.9999999999999338,4.262991624250903e-49,6.619098957020917e-14
0.9999999999989848,5.816782280850499e-46,1.0152735632157423e-12
1.5021136253660601e-18,0.9999990308243798,9.691756200491091e-07
7.375525176053302e-20,0.999992929108306,7.070891694119477e-06
0.9994682423212665,9.236763701946229e-24,0.0005317576787334614
1.399360576532813e-06,0.006201482701763358,0.9937971179376601
0.9999999039164548,8.045351024985482e-34,9.608354531302184e-08
1.9591646736040626e-05,2.805498660229626e-09,0.9999804055477653
0.999999999948473,3.48646930893795e-41,5.152708817341511e-11
0.9993826835842343,5.640355998964532e-24,0.0006173164157657721
0.9998872336328851,4.9724697740800897e-26,0.00011276636711490843
4.3144783573231425e-05,5.459306199316047e-05,0.9999022621544337
1.259530257101187e-19,0.9999998213681457,1.7863185431928177e-07
9.482701958470592e-19,0.9999995292299677,4.7077003230975014e-07
5.494089851299961e-05,2.4646114781934725e-09,0.9999450566368754
0.980514603153843,1.7107137439969507e-20,0.019485396846157074
0.00011007198914553181,2.7131958473113994e-06,0.9998872148150073
5.797392138041726e-05,1.9709876191587472e-05,0.999922316202428
0.00022009287561659938,5.029528418727907e-10,0.9997799066214305
0.0025576168523643084,6.562052804586786e-12,0.9974423831410737
4.082455209901722e-16,0.9999839601780807,1.603982191878867e-05
0.9999998020183541,3.2838758445639433e-32,1.9798164581202562e-07
0.9999762803247614,5.528053528876668e-28,2.3719675238756498e-05
2.2787139956979543e-16,0.9999910961629108,8.903837089047612e-06
0.9999975740591475,1.5853904582994845e-30,2.4259408524236942e-06
3.874628368458222e-36,1.0,4.1655776275959056e-17
1.0813433628267201e-14,0.9997799175170329,0.0002200824829562118
8.923615945127619e-07,0.015035932626411995,0.9849631750119936
3.682027007366647e-14,0.989766223749226,0.01023377625073704
5.728382135783459e-30,0.9999999999998608,1.392189338809804e-13
1.6964733103052883e-16,0.9999890659506426,1.0934049357114901e-05
0.9991867310442241,9.41383392986906e-24,0.0008132689557760383
2.1596993212334912e-36,1.0,1.807552709365247e-17
0.9999404201208265,2.928948686265226e-26,5.957987917346798e-05
0.013520395114189017,1.3639445412721235e-12,0.9864796048844471
3.292781336214265e-14,0.9998405472614235,0.00015945273854372927
4.6732442910047386e-06,1.764898050771783e-07,0.9999951502659039
1.470680230507147e-22,0.9999999978425897,2.157410246554403e-09
0.9996407181801595,1.6341822994102333e-24,0.00035928181984038257
5.018925311506306e-22,0.9999999925504488,7.449551191073601e-09
0.0017874810720081805,3.603561919822868e-12,0.9982125189243883
0.9999999993689845,8.372859952325106e-39,6.310153847716901e-10
0.001144174638932703,2.0803463987406067e-07,0.9988556173264274
0.9999999192062096,3.322173377345096e-33,8.079379036541972e-08
0.9975316649308205,4.683627513209651e-22,0.0024683350691795695
1.5859224497795017e-21,0.9999996547825413,3.4521745871260697e-07
0.0002949170431425989,3.98678436144933e-10,0.999705082558179
1.2872627668988091e-25,0.9999999999471303,5.286963971560679e-11
0.9999999980762677,3.3398754097500957e-37,1.9237321855014146e-09
1.126116450907713e-17,0.9999164992567301,8.350074326983488e-05
3.800581492595353e-09,0.0005220492756409397,0.9994779469237776
0.9999999995959088,8.297176985983931e-40,4.040912948506545e-10
8.35011269498951e-19,0.9999993217657924,6.782342076417425e-07
0.9999999993181674,1.9389738456950366e-38,6.818326152104804e-10
0.0011701857084395332,5.8564279524054156e-08,0.9988297557272808
1.440719942329406e-08,0.0035064868441014364,0.9964934987486991
0.0005482522970141391,8.07292846050418e-11,0.9994517476222565
1.2524363157282699e-05,2.7919132029170335e-08,0.9999874477177106
4.478807815630302e-13,0.9992453713390971,0.0007546286604548999
3.062199767076083e-37,0.9999999999999998,2.4491319190185385e-16
2.3833971876364133e-10,0.9362542394485105,0.06374576031314981
0.000761075684626707,1.1348263117747789e-06,0.9992377894890615
0.004543548741198038,5.277735942413192e-12,0.9954564512535242
0.999999999979426,1.0352601576059673e-42,2.0574085534284006e-11
0.0002177397656160099,4.3656022385482796e-10,0.9997822597978238
9.901727485296669e-24,0.9999999788446992,2.1155300891652647e-08
0.0002093794706260674,1.2154209480327948e-06,0.999789405108426
1.7473765092917507e-07,5.0143587850484584e-06,0.9999948109035641
0.0002701640887298682,2.374980420838324e-10,0.999729835673772
2.5066459256071944e-05,1.2653387742569744e-05,0.9999622801530013
1.7090241442351573e-06,1.629651813855153e-07,0.9999981280106744
7.564962844014218e-18,0.9999984503527788,1.549647221306303e-06
0.999999999024298,4.6028960774594105e-38,9.757020276980864e-10
1.4746494559423904e-17,0.9999988223416265,1.1776583733923398e-06
0.00013083182164496534,2.1726777245786765e-10,0.9998691679610873
3.6283551769216048e-06,1.284393238492959e-07,0.9999962432054992
3.5220398859582346e-18,0.9999983837537169,1.6162462832366633e-06
1.4280356853809472e-23,0.9999999986054029,1.394597016553539e-09
0.9999999999877713,9.324973716621805e-43,1.2228700127975769e-11
0.0049783990684204435,5.677641854061536e-08,0.995021544155161
3.648825081870589e-36,1.0,4.9904171600419147e-17
0.9999885443116722,5.203598828585331e-28,1.1455688327778701e-05
5.087436680540775e-16,0.9999831883077411,1.681169225854259e-05
4.2916559754479003e-16,0.9999695132924401,3.0486707559478472e-05
7.71260724323252e-22,0.9999999915187076,8.48129246800996e-09
0.9999999999706164,4.2378650205617474e-42,2.938369928771376e-11
0.9999999999967855,2.402974882388588e-43,3.2146032126625498e-12
5.441978584184831e-10,0.9152164478617366,0.08478355159406559
6.696786172042416e-07,8.465452189920803e-07,0.9999984837761638
3.627521257801605e-20,0.999999937587483,6.241251700405974e-08
4.95482740584782e-06,1.0893224352201613e-07,0.9999949362403507
0.999647740930657,2.875102080529368e-24,0.0003522590693429035
0.9999999999867415,6.389265480093703e-44,1.3258615923946162e-11
0.9989988537533006,3.1403145220746836e-23,0.001001146246699396
1.4244477259600874e-16,0.9999929494958062,7.050504193661795e-06
0.9999999986362453,7.36643056264876e-38,1.363754607162277e-09
0.9998934521796617,1.363609177805473e-25,0.00010654782033812674
4.992110269683224e-20,0.9999999102915462,8.970845371988324e-08
0.997980639578371,2.3410201054140847e-22,0.002019360421629014
6.381493599876556e-06,5.666472314964291e-08,0.9999935618416771
2.2585118993375254e-08,0.0001972147402492423,0.9998027626746318
2.4212239529148082e-18,0.9999989395748595,1.0604251404330178e-06
3.139639742929464e-29,0.9999999999720843,2.791562064223845e-11
0.9999999999992479,2.095594551788303e-46,7.520594937642236e-13
3.7577500564287335e-20,0.9999999258087067,7.41912933393724e-08
2.405981341562397e-25,0.9999999999494695,5.0530374292186056e-11
4.798483608006783e-24,0.9999999996353903,3.646097471047856e-10
2.5006987459090454e-27,0.9999999999976494,2.3506343056266466e-12
2.108088567208046e-06,7.376615131479195e-07,0.9999971542499196
2.146253401900259e-25,0.9999999999261531,7.384682142484766e-11
1.0117504448596108e-15,0.9999690756697729,3.0924330225935725e-05
0.0009369352198911445,2.0607342642859625e-11,0.9990630647595015
3.564735824006818e-23,0.9999999987778114,1.2221886003911421e-09
0.9999999999849545,8.15320102368423e-43,1.5045608483231986e-11
1.60416066330984e-05,6.591110641817893e-09,0.9999839518022563
7.335531716533566e-29,0.9999999999994325,5.675318940441639e-13
1.9491144433163734e-19,0.9999997121039038,2.878960962736916e-07
0.9999999999734495,2.5084561042732076e-42,2.6550619409077655e-11
2.228031462470322e-28,0.9999999999991362,8.637318514123812e-13
0.9999999927520535,4.6901572098617234e-36,7.247946407077434e-09
2.2939469671729725e-16,0.9999790835000784,2.091649992139186e-05
2.751740853619655e-05,1.3265287846724193e-08,0.9999724693261761
0.9970567811462008,1.2092652112325079e-22,0.002943218853799244
0.9999987002941179,3.0071234988367884e-30,1.2997058821417096e-06
0.9999999999627112,1.662180927100123e-41,3.728887045865316e-11
0.0003409957637348251,4.083771090214552e-10,0.9996590038278881
0.9999988572587448,3.67843941675463e-30,1.1427412551819365e-06
1.6203035051608519e-07,0.020141048439002305,0.9798587895306473
3.962208457029365e-07,0.018866962408823653,0.9811326413703306
1.0213271773963997e-22,0.9999999965208652,3.4791347989245097e-09
0.999999999984575,2.0020491140981535e-42,1.5425006066885864e-11
0.00024117012682771283,5.979381440394971e-10,0.9997588292752342
0.9999999999998552,8.496874385011053e-48,1.4468958941042664e-13
0.9999960218453203,2.217850386297066e-29,3.978154679782745e-06
0.9999915295211289,1.4484821901743064e-28,8.470478871141598e-06
2.642670743648073e-23,0.9999999981521892,1.8478107658604238e-09
3.0953892016924866e-28,0.9999999999622626,3.773728809682802e-11
0.9999996526733613,9.033024618044414e-32,3.47326638805765e-07
0.0003757110050235663,4.053713360065058e-10,0.9996242885896052
0.999999882523092,4.499716779234914e-33,1.1747690798434449e-07
1.2283024257087049e-08,0.00028523005753230165,0.9997147576594435
0.9999897716687174,9.51872725877584e-27,1.0228331282649245e-05
2.7005353708131418e-08,0.00011351809602955796,0.9998864548986168
9.08891246204883e-05,2.9520812445313266e-06,0.999906158794135
7.557487995263805e-09,0.5978763325557533,0.4021236598867587
0.9999999981538286,1.0251612790368985e-37,1.8461714684407757e-09
0.00013978099804168377,8.090676842406111e-10,0.9998602181928906
0.0005208167323602293,4.85413065120668e-11,0.9994791832190985
1.609722444325481e-22,0.9999999254327963,7.456720364101592e-08
1.4450255528840672e-08,0.0005341389776100618,0.9994658465721343
1.8934449723141546e-17,0.9999969083704104,3.0916295896533515e-06
7.622238356062957e-30,0.9999999999998779,1.2209641357110504e-13
0.9999999999999898,9.213743551364535e-50,1.015162008461656e-14
0.9999999012096994,2.405550544828835e-32,9.879030064063091e-08
1.0732775169067246e-05,2.0003181386421912e-08,0.9999892472216496
7.56842552931496e-09,0.0010083642036807809,0.9989916282278937
0.999955406625345,2.758100842397945e-26,4.4593374654957535e-05
3.336322051720521e-19,0.9999997038354462,2.961645537732909e-07
5.092754423339217e-19,0.9999997337009489,2.662990511097249e-07
8.158150759953894e-07,2.3567202630446187e-07,0.9999989485128978
5.340646465804609e-29,0.9999999999995661,4.3376723871316735e-13
1.2105545421231035e-06,2.872236698377601e-07,0.9999985022217881
0.999998398268005,4.559642945036477e-29,1.6017319950061577e-06
1.4075677090356994e-08,0.001095546447723854,0.9989044394765991
0.9999999786687812,3.8470994114439494e-34,2.1331218850646487e-08
2.0635271549340724e-25,0.9999999972726001,2.72739996344674e-09
0.9999999857126818,3.8395740802496474e-36,1.4287318213750812e-08
0.9999999999871383,2.6182286968524985e-42,1.2861738682002474e-11
0.9999999999832099,5.630859582475424e-43,1.6790104314671812e-11
0.9999999999835738,4.176217060324173e-42,1.642617389482413e-11
0.00010946667276447436,1.8594338806732479e-09,0.9998905314678017
0.9999999999999538,4.489399572867373e-49,4.613140011150571e-14
3.320467083568836e-36,1.0,2.919376226242026e-17
0.0002576548169762771,9.107126061233406e-10,0.9997423442723112
0.9999999997983606,4.11678322147208e-39,2.016393879253521e-10
2.905519183568381e-23,0.9999999985315633,1.4684367806616044e-09
0.9999999997456888,3.0827582962176934e-40,2.5431128743486074e-10
0.9999999999978375,5.104637593228556e-45,2.1624749374553664e-12
0.9999999967372781,2.5747706777514754e-36,3.262721828192624e-09
1.501758752281754e-22,0.999999874723163,1.2527683704462795e-07
0.9999999990489787,1.1459379640954744e-37,9.510212753573915e-10
0.9999998950780545,1.814230804439496e-33,1.0492194543488136e-07
0.9999999999973463,5.531245888596444e-44,2.653707252942305e-12
0.9999987248240567,5.2099350805151926e-30,1.2751759432931411e-06
0.0002834809008492759,1.1192617105738616e-09,0.9997165179798889
1.975719791317286e-05,2.6109465679437604e-08,0.9999802166926212
3.3079422281224386e-26,0.9999999999742935,2.570648972744811e-11
1.5705448986495127e-20,0.999999947062893,5.293710707198584e-08
0.9994237853228748,3.423293769613285e-24,0.0005762146771250852
2.4402761867916863e-05,4.1631673272829835e-09,0.9999755930749646
0.0007615427312929897,2.194934117608201e-11,0.9992384572467576
0.9999998698354432,1.0811219341684918e-32,1.3016455692067993e-07
3.000168688419739e-09,0.0030167472029382107,0.996983249796893
8.827845920841114e-34,0.9999999999999993,7.426943577895676e-16
0.0010068711730518252,3.116903096995373e-07,0.9989928171366385
4.913678512471743e-11,0.28428452298200746,0.7157154769688557
0.9999999395323992,3.3976177062161967e-34,6.046760092632432e-08
0.9999999998471161,7.561441017091528e-41,1.5288390914415506e-10
2.1177543244891323e-28,0.9999999999991436,8.564167944518801e-13
0.0029186096479768588,5.0095357582204685e-12,0.9970813903470137
0.0004779365147886697,1.2809935060234814e-10,0.999522063357112
4.805161456333938e-21,0.9999999679595309,3.204046906116928e-08
0.9999745459441074,2.0884751372699928e-27,2.545405589263899e-05
0.9999998563901589,2.6766277340711758e-33,1.4360984114196932e-07
8.419592266654565e-05,3.540517823291388e-10,0.9999158037232817
3.462505973361719e-13,0.9990411940716056,0.0009588059280480948
0.9999999999996936,2.0890082769223166e-47,3.0632548604238224e-13
1.8537970863065e-14,0.9881040041019877,0.01189599589799392
0.9999999999999123,8.755913271966243e-49,8.775175906027484e-14
0.003904337519339149,4.553906170909424e-08,0.9960956169415992
0.9999999265696887,1.3077317999266242e-33,7.343031127384361e-08
1.1966007954967667e-17,0.9999353211306434,6.46788693566142e-05
1.9663483233266267e-09,0.007433331133407288,0.9925666669002444
0.0002633150597484392,2.3570269067947445e-10,0.9997366847045489
1.1641216832230195e-06,0.0064915415598598945,0.9935072943184569
0.9772315971563498,2.6675445257498267e-20,0.022768402843650223
4.512932921368262e-20,0.9999946082804891,5.391719510813705e-06
1.0211335346589323e-05,9.417010076152307e-05,0.9998956185638919
0.9999988527163548,2.2406083998515367e-30,1.1472836452915448e-06
5.989519511087254e-35,0.999999999999996,4.018165206489528e-15
3.556739339910175e-20,0.9999999547005505,4.529944950904931e-08
2.736294410447354e-16,0.9993024181058106,0.0006975818941892295
6.97661512496445e-15,0.9948887976547085,0.005111202345284455
0.9999999999998275,4.600024578647442e-48,1.7244937354663955e-13
0.9999999999999665,4.522092834539727e-50,3.3490890039015106e-14
2.6144412791388076e-29,0.9999999999994671,5.32860986354041e-13
8.984577701460646e-20,0.9999998678997305,1.3210026938744494e-07
0.9999999235844105,8.713184273663225e-34,7.641558946728366e-08
8.598716605941978e-08,3.853489708028844e-05,0.9999613791157537
2.1309343877726104e-09,0.013066965045433395,0.9869330328236322
6.783364148331742e-07,0.018650240769692107,0.9813490808938929
0.9999764364275009,6.208269359846842e-28,2.3563572499107113e-05
0.9999997911169444,3.170530470318667e-33,2.0888305571218667e-07
2.728425202195048e-16,0.9999851643285846,1.4835671415036402e-05
0.00013759174376347795,8.703012962952798e-06,0.9998537052432737
2.4924750914065723e-29,0.9999999999998079,1.9216937632763217e-13
1.0115807713216533e-28,0.9999999999996056,3.9424095189653863e-13
4.792560991942341e-33,0.9999999999999971,2.8142152453024732e-15
1.7253270545670352e-15,0.9999221561126169,7.784388738128214e-05
0.0016454565824114145,3.073606467012855e-07,0.9983542360569418
0.002012832611009856,4.880193633005678e-12,0.9979871673841101
2.3049995569404398e-07,0.11327057281151882,0.8867291966885256
1.0822160039451129e-05,1.009278751691661e-08,0.9999891677471731
5.307027174540047e-24,0.9999999994491449,5.508551554087796e-10
0.998355028846282,1.9841586689367257e-22,0.0016449711537181045
4.369046901481001e-25,0.9999999998863474,1.1365274605426486e-10
1.758038152344222e-09,0.02351309580648043,0.9764869024354814
1.8628687716859715e-36,1.0,2.501950988261885e-17
0.004211423584902008,5.3081519171578065e-08,0.9957885233335787
0.9999999999999782,1.4207773364415415e-50,2.1654977997787145e-14
0.9999999970424147,1.6194922441687177e-36,2.9575851777619987e-09
7.305656137326813e-15,0.9954789334107583,0.004521066589234475
0.9999999997932774,1.3104396590565108e-40,2.0672264305191108e-10
0.010589896102294983,1.4564460494687354e-12,0.9894101038962485
9.788114754919378e-35,0.9999999999999998,1.5171438559170485e-16
0.9984994500869511,7.733604718993411e-23,0.0015005499130488161
2.6008803091106334e-07,0.010955706657528813,0.9890440332544402
0.9999999999767071,1.244312508294031e-42,2.3292814618608026e-11
1.4180403516224145e-12,0.9983486129411242,0.001651387057457858
1.0272143656043873e-18,0.9999739986979445,2.6001302055548553e-05
1.913163166790716e-05,4.7266918066605035e-05,0.9999336014502654
1.1758860214933504e-20,0.9999999591572951,4.0842704976033665e-08
9.027383961022991e-21,0.9999999575420431,4.245795682545401e-08
5.658483033240335e-14,0.9774351680072874,0.022564831992656048
6.628537912099834e-35,1.0,1.0678786021358094e-16
1.5616032434801132e-16,0.9998658231010817,0.00013417689891807524
0.9994335203521255,3.9774530432770216e-23,0.0005664796478744767
2.2528757449163502e-05,3.5102114842879066e-09,0.9999774677323394
1.5691354315484282e-10,0.9778594745643324,0.02214052527875414
0.9999999450043117,6.805508189316514e-34,5.499568826766852e-08
0.9999992322101141,1.078087027022969e-31,7.677898859099192e-07
0.9999999999962341,3.000702667009762e-45,3.7659079007007505e-12
3.4741740439670746e-08,0.00024353038195399057,0.9997564348763056
0.9999832540612809,2.0784088160202904e-27,1.6745938719004963e-05
4.676730861399018e-22,0.9999999938891013,6.110898575428903e-09
4.718509080407154e-15,0.9999163475932529,8.365240674242825e-05
1.370630367824615e-08,0.651629825982595,0.3483701603111013
0.9789388465774788,1.8775561389763286e-19,0.02106115342252127
0.9999999999953475,1.5904789465727251e-44,4.652559895948796e-12
2.4367935295582925e-07,1.6067192359562951e-06,0.999998149601411
0.9999999588183338,1.4607944464012152e-34,4.1181666110261724e-08
0.9999572938089428,3.303265531645947e-27,4.2706191057172545e-05
6.8698052715284655e-16,0.999976844354889,2.315564511031162e-05
2.8728600686545517e-18,0.999999078312682,9.21687317954628e-07
0.9992547608427501,1.1889022088310385e-18,0.0007452391572497749
4.942977053350255e-27,0.9999999998413434,1.586565939042638e-10
5.448453980686381e-06,2.8172115073978944e-08,0.9999945233739043
0.9999997836934066,3.092074507289463e-32,2.1630659343914686e-07
1.8431559538200716e-08,0.0008953550162195706,0.999104626552221
0.999999999997601,2.4542854207075444e-45,2.3990668753327657e-12
2.361592069208694e-28,0.9999999999986828,1.317197271154235e-12
0.9999999006907766,2.398706847203613e-33,9.9309223376061e-08
5.497334762769927e-13,0.998121208350247,0.0018787916492032718
3.2104593440205015e-06,6.119602171086016e-08,0.9999967283446344
0.0016494172878545221,6.949959353017621e-12,0.9983505827051954
9.05125210919665e-06,1.5204877882058014e-08,0.9999909335430128
1.2438133689443419e-11,0.9862197643013327,0.013780235686229216
2.1003037280596202e-13,0.9988729943319089,0.0011270056678810282
3.511970243974178e-31,0.9999999999999827,1.7334678329123982e-14
0.9999998376376963,5.4925184817904e-33,1.6236230377317903e-07
0.9999854544183922,3.56855615538785e-27,1.4545581607894572e-05
2.610002176743983e-12,0.9982378686954742,0.0017621313019158457
2.1042670027854055e-26,0.9999999999758253,2.417473876531099e-11
4.512312525823188e-06,0.0007689718123142066,0.99922651587516
1.6611115331405672e-12,0.8890158544124214,0.11098414558591752
0.9999999999998828,2.0201614596178915e-48,1.171955093910274e-13
7.450877312488591e-05,4.830012493022715e-10,0.9999254907438738
0.9999999999702169,1.0285392225070387e-42,2.9783025222095566e-11
0.9999969502383103,8.240739236513947e-30,3.0497616897759904e-06
0.9999996756716619,8.910837881548135e-32,3.24328338078337e-07
5.98142154068314e-06,6.853208664447174e-08,0.9999939500463727
0.9999999999867151,4.0019176023502514e-42,1.3284844333821357e-11
4.519994506448676e-08,0.28987991675927227,0.7101200380407826
0.999999999866054,8.759044280916851e-40,1.339459489380844e-10
5.139192080556035e-18,0.9999982919837199,1.7080162800792158e-06
0.00011435505583752221,4.36918478128927e-10,0.9998856445072439
